City,id,nametype,reclass,mass (g),Trip or Order Status,Request Time,Pickup Lat,Pickup Lng,Dropoff Lat,Dropoff Lng
San Francisco,7818,Valid,San Francisco,0.29,COMPLETED,2019-05-24 03:58:40 +0000 UTC,37.4261898,-122.1472533,37.4274747,-122.1441218
San Francisco,16718,Valid,San Francisco,0,CANCELED,2019-05-24 00:57:26 +0000 UTC,37.49391022,-122.2448255,37.4907046,-122.2401793
San Francisco,5300,Valid,San Francisco,0.52,COMPLETED,2019-05-23 21:48:21 +0000 UTC,37.48621,-122.2344,37.48736,-122.22562
San Francisco,22651,Valid,San Francisco,10.35,COMPLETED,2019-05-23 16:28:18 +0000 UTC,37.42597,-122.1493,37.48876,-122.2256
San Francisco,22393,Valid,San Francisco,7.31,COMPLETED,2019-05-22 23:57:31 +0000 UTC,37.4884965,-122.2254858,37.4253633,-122.1487396
San Francisco,449,Valid,San Francisco,9.75,COMPLETED,2019-05-22 16:38:40 +0000 UTC,37.42532,-122.14882,37.48834,-122.22549
San Francisco,11841,Valid,San Francisco,0,DRIVER_CANCELED,2019-05-22 16:30:16 +0000 UTC,37.42442166,-122.1444864,37.42582,-122.14977
San Francisco,23157,Valid,San Francisco,1.29,COMPLETED,2019-05-18 04:52:28 +0000 UTC,37.4257712,-122.1495493,37.4234738,-122.157994
San Francisco,22786,Valid,San Francisco,21.47,COMPLETED,2019-05-18 03:22:19 +0000 UTC,37.24506,-121.9236,37.42496,-122.14873
San Francisco,11914,Valid,San Francisco,21.94,COMPLETED,2019-05-15 17:50:19 +0000 UTC,37.24516,-121.92351,37.42527,-122.14874
Chicago,4953,Valid,Chicago,2.43,COMPLETED,2019-05-14 12:50:14 +0000 UTC,41.93426,-87.66586,41.92974,-87.70751
Chicago,45813,Valid,Chicago,0,CANCELED,2019-05-14 12:46:17 +0000 UTC,41.9269173,-87.6492575,41.9290461,-87.6488863
Chicago,5198,Valid,Chicago,2.13,COMPLETED,2019-05-13 19:58:38 +0000 UTC,41.9352336,-87.6665371,41.9084399,-87.6708367
Chicago,12205,Valid,Chicago,0,CANCELED,2019-05-13 19:56:01 +0000 UTC,41.9406149,-87.6692371,41.9406564,-87.6693701
Chicago,4886,Valid,Chicago,0,CANCELED,2019-05-13 19:51:27 +0000 UTC,41.94720004,-87.67243392,41.94740184,-87.67244939
Chicago,10862,Valid,Chicago,2.42,COMPLETED,2019-05-12 19:11:50 +0000 UTC,41.95814,-87.67588,41.93426,-87.66576
Chicago,24339,Valid,Chicago,2.69,COMPLETED,2019-05-11 21:48:06 +0000 UTC,41.93422,-87.66587,41.95778,-87.67566
Chicago,23669,Valid,Chicago,3.33,COMPLETED,2019-05-11 20:50:05 +0000 UTC,41.90185,-87.63157,41.93429,-87.66397
Chicago,24268,Valid,Chicago,4.89,COMPLETED,2019-05-11 17:31:56 +0000 UTC,41.9358543,-87.6709712,41.9019704,-87.6301998
Chicago,4913,Valid,Chicago,0,CANCELED,2019-05-11 17:30:12 +0000 UTC,41.9470471,-87.6637056,41.947082,-87.6637423
Chicago,23601,Valid,Chicago,2,COMPLETED,2019-05-10 14:39:53 +0000 UTC,41.95603,-87.67635,41.93447,-87.66605
Chicago,12368,Valid,Chicago,0,CANCELED,2019-05-10 14:36:05 +0000 UTC,41.94664443,-87.70143528,41.94663683,-87.70132854
Chicago,18098,Valid,Chicago,0,CANCELED,2019-05-10 14:35:37 +0000 UTC,41.94665287,-87.70446645,41.94664271,-87.70356227
Chicago,23886,Valid,Chicago,2.1,COMPLETED,2019-05-10 03:31:35 +0000 UTC,41.9342902,-87.6662434,41.957856,-87.6757554
Chicago,5021,Valid,Chicago,4.87,COMPLETED,2019-05-09 21:46:49 +0000 UTC,41.90913,-87.67558,41.88091,-87.62617
Chicago,14722,Valid,Chicago,2.75,COMPLETED,2019-05-09 16:33:40 +0000 UTC,41.9343025,-87.6660547,41.9105032,-87.6873405
Chicago,16625,Valid,Chicago,6.67,COMPLETED,2019-05-08 17:15:44 +0000 UTC,41.9360533,-87.6662767,41.8808381,-87.6265082
Chicago,4901,Valid,Chicago,10.09,COMPLETED,2019-05-07 17:13:36 +0000 UTC,41.9340878,-87.6660287,41.8740849,-87.6243825
Chicago,12743,Valid,Chicago,0,CANCELED,2019-05-07 17:10:29 +0000 UTC,41.9250327,-87.6767696,41.9250678,-87.6744735
Chicago,12266,Valid,Chicago,0,CANCELED,2019-05-07 17:09:53 +0000 UTC,41.9291054,-87.6503873,41.929126,-87.6513645
Chicago,12063,Valid,Chicago,3.01,COMPLETED,2019-05-07 02:59:43 +0000 UTC,41.9343213,-87.665957,41.921931,-87.6833637
Chicago,16947,Valid,Chicago,0,CANCELED,2019-05-07 02:57:01 +0000 UTC,41.95088882,-87.65945117,41.94775537,-87.65913505
Chicago,12287,Valid,Chicago,18.65,COMPLETED,2019-05-06 23:58:35 +0000 UTC,41.789712,-87.5963392,41.9323848,-87.6658754
Chicago,5417,Valid,Chicago,8.96,COMPLETED,2019-05-06 21:38:25 +0000 UTC,41.8805698,-87.624474,41.7897499,-87.5964558
Chicago,23889,Valid,Chicago,5.16,COMPLETED,2019-05-06 12:05:36 +0000 UTC,41.93247,-87.66585,41.88212,-87.62618
Chicago,15410,Valid,Chicago,0,CANCELED,2019-05-06 11:59:14 +0000 UTC,41.94545815,-87.65189141,41.94864699,-87.66885004
Chicago,7731,Valid,Chicago,0,CANCELED,2019-05-06 11:54:31 +0000 UTC,41.93602812,-87.66845825,41.93603471,-87.66822487
Chicago,7793,Valid,Chicago,1.01,COMPLETED,2019-05-05 02:42:17 +0000 UTC,41.9343235,-87.6656665,41.9398664,-87.6543212
Chicago,16921,Valid,Chicago,3.99,COMPLETED,2019-05-04 17:45:30 +0000 UTC,41.9343619,-87.6638017,41.9059828,-87.6799495
Chicago,2298,Valid,Chicago,10.3,COMPLETED,2019-05-04 08:21:23 +0000 UTC,41.8724227,-87.6286799,41.9342629,-87.665698
Chicago,11853,Valid,Chicago,7.24,COMPLETED,2019-05-03 18:31:10 +0000 UTC,41.9343345,-87.6635239,41.8740272,-87.6243574
Chicago,7770,Valid,Chicago,0.95,COMPLETED,2019-05-03 01:41:50 +0000 UTC,41.88144,-87.62619,41.86772,-87.62583
Chicago,22769,Valid,Chicago,0,CANCELED,2019-05-03 01:36:14 +0000 UTC,41.88118566,-87.6370117,41.88074619,-87.62786481
Chicago,12275,Valid,Chicago,6.03,COMPLETED,2019-05-02 22:13:35 +0000 UTC,41.93437,-87.66605,41.88117,-87.62444
Chicago,18057,Valid,Chicago,2.47,COMPLETED,2019-05-02 05:39:00 +0000 UTC,41.90552,-87.66987,41.93427,-87.66553
Chicago,5435,Valid,Chicago,3.78,COMPLETED,2019-05-02 02:59:14 +0000 UTC,41.93426,-87.66563,41.90584,-87.67037
Chicago,23596,Valid,Chicago,0,CANCELED,2019-05-02 02:55:53 +0000 UTC,41.93237483,-87.66614217,41.93516514,-87.66841783
Chicago,15464,Valid,Chicago,6.14,COMPLETED,2019-04-30 22:13:50 +0000 UTC,41.93408,-87.6636,41.881,-87.62448
Chicago,12030,Valid,Chicago,6.39,COMPLETED,2019-04-30 20:49:20 +0000 UTC,41.8733506,-87.6241318,41.9342719,-87.6633149
Chicago,7776,Valid,Chicago,5.17,COMPLETED,2019-04-30 17:05:39 +0000 UTC,41.9328839,-87.6439282,41.8748078,-87.6244859
Chicago,18820,Valid,Chicago,0,CANCELED,2019-04-30 16:56:10 +0000 UTC,41.9410383,-87.6493872,41.9474735,-87.6473136
Chicago,5342,Valid,Chicago,1.81,COMPLETED,2019-04-29 20:53:34 +0000 UTC,41.9352233,-87.669781,41.9219054,-87.6833771
Chicago,5101,Valid,Chicago,0,CANCELED,2019-04-29 20:53:18 +0000 UTC,,,,
Chicago,23481,Valid,Chicago,4.87,COMPLETED,2019-04-29 15:40:57 +0000 UTC,41.8806721,-87.6263454,41.9343206,-87.6634891
Chicago,10924,Valid,Chicago,1.13,COMPLETED,2019-04-29 13:20:13 +0000 UTC,41.93246,-87.66626,41.92555,-87.65367
Chicago,5180,Valid,Chicago,1.52,COMPLETED,2019-04-28 21:46:06 +0000 UTC,41.93925,-87.64435,41.93426,-87.6656
Chicago,15396,Valid,Chicago,2.63,COMPLETED,2019-04-28 21:20:28 +0000 UTC,41.93427,-87.66553,41.939,-87.64435
Chicago,16963,Valid,Chicago,1.2,COMPLETED,2019-04-28 08:00:04 +0000 UTC,41.94026,-87.6509,41.93426,-87.66569
Chicago,17969,Valid,Chicago,1.29,COMPLETED,2019-04-27 00:00:52 +0000 UTC,41.93426,-87.66573,41.92867,-87.64884
Chicago,24220,Valid,Chicago,1.97,COMPLETED,2019-04-26 03:45:15 +0000 UTC,41.9342883,-87.6656813,41.9219226,-87.6831759
Chicago,23177,Valid,Chicago,0.79,COMPLETED,2019-04-25 23:40:02 +0000 UTC,41.93427,-87.66554,41.93627,-87.65397
Chicago,23651,Valid,Chicago,9.64,COMPLETED,2019-04-25 18:25:24 +0000 UTC,41.93427,-87.66554,41.85091,-87.61394
Chicago,24237,Valid,Chicago,0,CANCELED,2019-04-25 18:24:48 +0000 UTC,41.9365271,-87.6491248,41.9366582,-87.64912837
Chicago,6616,Valid,Chicago,0,CANCELED,2019-04-25 18:21:34 +0000 UTC,41.93228493,-87.64897291,41.93537629,-87.64908053
Chicago,14657,Valid,Chicago,0,CANCELED,2019-04-25 18:20:39 +0000 UTC,41.9377516,-87.6659711,41.9377688,-87.6659875
Chicago,12453,Valid,Chicago,0,CANCELED,2019-04-25 18:17:15 +0000 UTC,41.9421292,-87.6663343,41.9389152,-87.6661968
Chicago,23511,Valid,Chicago,7.89,COMPLETED,2019-04-24 17:45:25 +0000 UTC,41.9343,-87.6635,41.88111,-87.62449
Chicago,4985,Valid,Chicago,0,CANCELED,2019-04-24 17:43:07 +0000 UTC,41.9270015,-87.6733265,41.9269988,-87.6733277
Chicago,5414,Valid,Chicago,5.5,COMPLETED,2019-04-24 01:58:27 +0000 UTC,41.8798295,-87.6257499,41.934279,-87.6655847
Chicago,11908,Valid,Chicago,7.83,COMPLETED,2019-04-23 17:18:01 +0000 UTC,41.9324332,-87.6658514,41.8739486,-87.6243949
Chicago,2323,Valid,Chicago,0,CANCELED,2019-04-23 17:14:26 +0000 UTC,41.93464903,-87.66160559,41.93219377,-87.6582701
Chicago,10035,Valid,Chicago,0,CANCELED,2019-04-23 17:13:49 +0000 UTC,41.93594759,-87.67602334,41.93597621,-87.67417665
Chicago,5137,Valid,Chicago,2.84,COMPLETED,2019-04-23 01:58:24 +0000 UTC,41.9342439,-87.6656992,41.9057777,-87.6797751
Chicago,6624,Valid,Chicago,0,CANCELED,2019-04-23 01:58:13 +0000 UTC,,,,
Chicago,24258,Valid,Chicago,5.45,COMPLETED,2019-04-22 17:21:54 +0000 UTC,41.9342967,-87.6655083,41.87807,-87.6357567
Chicago,5167,Valid,Chicago,2.29,COMPLETED,2019-04-21 01:48:48 +0000 UTC,41.9352,-87.66625,41.90382,-87.66758
Chicago,5464,Valid,Chicago,0.56,COMPLETED,2019-04-20 06:05:05 +0000 UTC,41.9342824,-87.6659584,41.9397424,-87.6697258
Chicago,7756,Valid,Chicago,0.39,COMPLETED,2019-04-18 21:52:55 +0000 UTC,41.8851371,-87.6243163,41.8807524,-87.6263513
Chicago,22384,Valid,Chicago,1.19,COMPLETED,2019-04-18 20:28:17 +0000 UTC,41.8804775,-87.6245258,41.8854755,-87.6241587
Chicago,16708,Valid,Chicago,0,CANCELED,2019-04-18 20:28:06 +0000 UTC,,,,
Chicago,12270,Valid,Chicago,8.83,COMPLETED,2019-04-18 18:16:12 +0000 UTC,41.9342017,-87.6636769,41.8809053,-87.6236683
Chicago,16991,Valid,Chicago,1.53,COMPLETED,2019-04-18 02:58:56 +0000 UTC,41.9398503,-87.644366,41.9343891,-87.6637148
Chicago,18044,Valid,Chicago,6.45,COMPLETED,2019-04-17 17:19:16 +0000 UTC,41.9361,-87.6659,41.88117,-87.62083
Chicago,5394,Valid,Chicago,7.96,COMPLETED,2019-04-16 22:20:29 +0000 UTC,41.9335076,-87.6657419,41.88099,-87.6259517
Chicago,18107,Valid,Chicago,3.25,COMPLETED,2019-04-15 19:46:34 +0000 UTC,41.9342824,-87.6659804,41.9336528,-87.7141045
Chicago,5142,Valid,Chicago,2.46,COMPLETED,2019-04-15 19:15:01 +0000 UTC,41.9164556,-87.6661876,41.9342989,-87.6654865
Chicago,10110,Valid,Chicago,2,COMPLETED,2019-04-14 18:31:40 +0000 UTC,41.93337,-87.66613,41.91065,-87.6737
Chicago,430,Valid,Chicago,8.38,COMPLETED,2019-04-12 19:57:36 +0000 UTC,41.8676518,-87.6239989,41.9343062,-87.6655508
Chicago,5040,Valid,Chicago,6.49,COMPLETED,2019-04-12 16:23:55 +0000 UTC,41.9345958,-87.6654697,41.8794718,-87.6242879
Chicago,22764,Valid,Chicago,5.47,COMPLETED,2019-04-11 18:30:26 +0000 UTC,41.9343425,-87.6641065,41.8845641,-87.6219253
Chicago,12753,Valid,Chicago,0,CANCELED,2019-04-11 18:21:56 +0000 UTC,41.9322273,-87.6808169,41.9333323,-87.6659744
Chicago,5449,Valid,Chicago,4.81,COMPLETED,2019-04-11 05:06:18 +0000 UTC,41.9343982,-87.6637235,41.89122,-87.6488812
Chicago,23487,Valid,Chicago,5.79,COMPLETED,2019-04-11 02:00:08 +0000 UTC,41.8806299,-87.6258788,41.9342899,-87.6655703
Chicago,18878,Valid,Chicago,6.56,COMPLETED,2019-04-10 17:18:32 +0000 UTC,41.9360614,-87.6658986,41.8809101,-87.6239042
Chicago,5507,Valid,Chicago,0,DRIVER_CANCELED,2019-04-10 17:13:23 +0000 UTC,41.9381035,-87.6664838,41.9342741,-87.6659817
Chicago,24161,Valid,Chicago,6.83,COMPLETED,2019-04-09 17:00:31 +0000 UTC,41.93432,-87.66337,41.87447,-87.62446
Chicago,5168,Valid,Chicago,0,CANCELED,2019-04-09 06:24:56 +0000 UTC,,,,
Chicago,16774,Valid,Chicago,11.2,COMPLETED,2019-04-08 21:08:39 +0000 UTC,41.88081,-87.62556,41.93427,-87.66541
Chicago,18812,Valid,Chicago,5.19,COMPLETED,2019-04-08 13:12:02 +0000 UTC,41.93414,-87.66361,41.88056,-87.6278
Chicago,23585,Valid,Chicago,0,CANCELED,2019-04-08 13:11:12 +0000 UTC,41.93018261,-87.66709602,41.93016109,-87.66709535
Chicago,16961,Valid,Chicago,2.53,COMPLETED,2019-04-07 01:49:44 +0000 UTC,41.93426,-87.66572,41.90588,-87.67
Chicago,11865,Valid,Chicago,0,CANCELED,2019-04-07 01:49:02 +0000 UTC,41.94167706,-87.6520454,41.94062198,-87.65119762
Chicago,23479,Valid,Chicago,0,CANCELED,2019-04-07 01:48:48 +0000 UTC,,,,
Chicago,15421,Valid,Chicago,7.13,COMPLETED,2019-04-05 01:57:39 +0000 UTC,41.87966,-87.62611,41.93437,-87.66605
Chicago,11826,Valid,Chicago,0,CANCELED,2019-04-05 01:55:52 +0000 UTC,41.880766,-87.6365618,41.8808329,-87.6364105
Chicago,7,Valid,Chicago,0,CANCELED,2019-04-05 01:55:01 +0000 UTC,41.87047219,-87.62738308,41.87085469,-87.62739928
Chicago,5317,Valid,Chicago,18.43,COMPLETED,2019-04-04 05:03:50 +0000 UTC,41.78636,-87.59636,41.95117,-87.65966
Chicago,15488,Valid,Chicago,0,CANCELED,2019-04-04 04:58:24 +0000 UTC,41.7950898,-87.5982895,41.7878975,-87.5963911
Chicago,23625,Valid,Chicago,8.88,COMPLETED,2019-04-04 02:01:01 +0000 UTC,41.88199,-87.62622,41.78795,-87.59637
Chicago,5279,Valid,Chicago,7.58,COMPLETED,2019-04-03 17:55:41 +0000 UTC,41.9343281,-87.6661025,41.8808291,-87.6277363
Chicago,5065,Valid,Chicago,2.26,COMPLETED,2019-04-03 02:26:11 +0000 UTC,41.9230379,-87.6674542,41.9341617,-87.6659813
Chicago,44717,Valid,Chicago,0.98,COMPLETED,2019-04-03 00:42:36 +0000 UTC,41.9343256,-87.6657025,41.9229888,-87.6674519
Chicago,15383,Valid,Chicago,6.83,COMPLETED,2019-04-02 17:15:39 +0000 UTC,41.93426,-87.6657,41.87414,-87.62429
Chicago,7820,Valid,Chicago,6.86,COMPLETED,2019-04-01 13:14:52 +0000 UTC,41.93438,-87.66362,41.88248,-87.62624
Chicago,7645,Valid,Chicago,1.43,COMPLETED,2019-03-31 01:05:09 +0000 UTC,41.93426,-87.66563,41.93881,-87.64434
Chicago,393,Valid,Chicago,3.78,COMPLETED,2019-03-29 20:47:14 +0000 UTC,41.9343,-87.66558,41.90577,-87.67975
Chicago,10120,Valid,Chicago,0,CANCELED,2019-03-29 04:20:33 +0000 UTC,41.9098878,-87.723088,41.9099014,-87.7223098
Chicago,16803,Valid,Chicago,6.14,COMPLETED,2019-03-28 23:03:06 +0000 UTC,41.9342822,-87.6657776,41.9728508,-87.6912412
Chicago,12251,Valid,Chicago,0,CANCELED,2019-03-28 04:45:44 +0000 UTC,41.9093225,-87.6920913,41.9102049,-87.6919262
Chicago,7771,Valid,Chicago,2.23,COMPLETED,2019-03-28 01:37:33 +0000 UTC,41.93426,-87.66588,41.90396,-87.66764
Chicago,2304,Valid,Chicago,6.9,COMPLETED,2019-03-27 16:18:31 +0000 UTC,41.93426,-87.66582,41.88085,-87.62448
Chicago,16755,Valid,Chicago,0,CANCELED,2019-03-27 16:18:04 +0000 UTC,,,,
Chicago,15454,Valid,Chicago,0,CANCELED,2019-03-27 16:13:15 +0000 UTC,41.9256807,-87.6682735,41.9333464,-87.666383
Chicago,23119,Valid,Chicago,6.58,COMPLETED,2019-03-27 01:09:05 +0000 UTC,41.87292,-87.66694,41.93393,-87.66834
Chicago,12238,Valid,Chicago,7.88,COMPLETED,2019-03-26 19:22:40 +0000 UTC,41.9338,-87.66602,41.86672,-87.61399
Chicago,23727,Valid,Chicago,0,CANCELED,2019-03-26 19:19:30 +0000 UTC,41.93646269,-87.66371192,41.93646269,-87.66371192
Chicago,24148,Valid,Chicago,8.32,COMPLETED,2019-03-24 03:31:29 +0000 UTC,41.9342955,-87.6655682,41.8730882,-87.6335698
Chicago,18109,Valid,Chicago,1.16,COMPLETED,2019-03-21 03:00:08 +0000 UTC,41.9325212,-87.665866,41.9322659,-87.6883781
Chicago,16739,Valid,Chicago,0,CANCELED,2019-03-21 02:58:31 +0000 UTC,41.93659302,-87.64920363,41.93331888,-87.64907305
Chicago,12755,Valid,Chicago,9.33,COMPLETED,2019-03-20 19:18:23 +0000 UTC,41.8804918,-87.6245555,41.9343481,-87.6636337
Chicago,12764,Valid,Chicago,7.46,COMPLETED,2019-03-20 17:20:12 +0000 UTC,41.93432,-87.66604,41.88102,-87.62426
Chicago,5007,Valid,Chicago,7.33,COMPLETED,2019-03-19 17:20:07 +0000 UTC,41.9343,-87.66362,41.87575,-87.62452
Chicago,4911,Valid,Chicago,6.62,COMPLETED,2019-03-18 12:17:03 +0000 UTC,41.9352495,-87.6637129,41.8809452,-87.6259709
Chicago,5023,Valid,Chicago,9.98,COMPLETED,2019-03-17 02:40:04 +0000 UTC,41.88071,-87.62591,41.93336,-87.66614
Chicago,15490,Valid,Chicago,0,CANCELED,2019-03-17 02:39:44 +0000 UTC,,,,
Chicago,7754,Valid,Chicago,0,CANCELED,2019-03-17 02:38:47 +0000 UTC,41.88678561,-87.62748689,41.8869376,-87.626612
Chicago,31283,Valid,Chicago,2.69,COMPLETED,2019-03-16 15:54:11 +0000 UTC,41.93429634,-87.66592959,41.91209078,-87.67753448
Chicago,7733,Valid,Chicago,4.79,COMPLETED,2019-03-16 04:13:30 +0000 UTC,41.93427506,-87.66572498,41.90565993,-87.67023872
Chicago,24089,Valid,Chicago,6.41,COMPLETED,2019-03-12 17:19:27 +0000 UTC,41.93237,-87.66572,41.87394,-87.62433
Chicago,7643,Valid,Chicago,13.52,COMPLETED,2019-03-10 23:06:04 +0000 UTC,41.93430737,-87.66562358,41.78786824,-87.59553026
Chicago,18049,Valid,Chicago,2.29,COMPLETED,2019-03-10 08:13:25 +0000 UTC,41.90576,-87.67024,41.93429,-87.6684
Chicago,16910,Valid,Chicago,2.38,COMPLETED,2019-03-09 23:33:52 +0000 UTC,41.93427112,-87.66570456,41.90848137,-87.67452065
Chicago,24144,Valid,Chicago,0,CANCELED,2019-03-09 23:33:39 +0000 UTC,,,,
Chicago,24280,Valid,Chicago,0,CANCELED,2019-03-09 23:31:04 +0000 UTC,41.94685895,-87.66886332,41.9469576,-87.6713665
Chicago,24109,Valid,Chicago,6.7,COMPLETED,2019-03-04 14:18:07 +0000 UTC,41.93222,-87.66596,41.87946,-87.62764
Chicago,16911,Valid,Chicago,5.52,COMPLETED,2019-03-02 16:12:31 +0000 UTC,41.93238,-87.66597,41.881,-87.62617
Chicago,11479,Valid,Chicago,3.23,COMPLETED,2019-03-02 04:40:12 +0000 UTC,41.93427724,-87.66554897,41.93005552,-87.71357178
Chicago,10857,Valid,Chicago,7.01,COMPLETED,2019-03-01 22:15:46 +0000 UTC,41.88213,-87.62576,41.9343,-87.66362
Chicago,16820,Valid,Chicago,6,COMPLETED,2019-03-01 16:18:02 +0000 UTC,41.93433578,-87.66375301,41.88134751,-87.62605248
Chicago,14672,Valid,Chicago,1.63,COMPLETED,2019-03-01 07:49:47 +0000 UTC,41.94397,-87.65426,41.93426,-87.66563
Chicago,6663,Valid,Chicago,7.11,COMPLETED,2019-03-01 03:33:10 +0000 UTC,41.88432,-87.62602,41.94414,-87.65402
Chicago,12413,Valid,Chicago,6.45,COMPLETED,2019-02-28 22:50:50 +0000 UTC,41.93346,-87.66605,41.88145,-87.62619
Chicago,12052,Valid,Chicago,0,CANCELED,2019-02-28 22:47:15 +0000 UTC,41.94065723,-87.67115199,41.93801856,-87.6710592
Chicago,24343,Valid,Chicago,5.22,COMPLETED,2019-02-27 04:11:29 +0000 UTC,41.88134,-87.62937,41.9332,-87.66834
Chicago,52412,Valid,Chicago,0,CANCELED,2019-02-27 04:10:01 +0000 UTC,41.88680773,-87.63102866,41.88680773,-87.63102866
Chicago,24033,Valid,Chicago,2.56,COMPLETED,2019-02-23 23:31:22 +0000 UTC,41.93268,-87.65305,41.93235,-87.66718
Chicago,16996,Valid,Chicago,7.3,COMPLETED,2019-02-23 15:26:24 +0000 UTC,41.93539674,-87.66592377,41.88406807,-87.62430736
Chicago,15491,Valid,Chicago,0.98,COMPLETED,2019-02-23 05:11:35 +0000 UTC,41.93808,-87.65422,41.9343,-87.66346
Chicago,11843,Valid,Chicago,0,CANCELED,2019-02-23 03:52:12 +0000 UTC,41.9504577,-87.6470905,41.9514276,-87.6487762
Chicago,23671,Valid,Chicago,9.69,COMPLETED,2019-02-23 00:35:26 +0000 UTC,41.93993467,-87.65120669,41.83535661,-87.65116712
Chicago,4888,Valid,Chicago,1.19,COMPLETED,2019-02-23 00:20:18 +0000 UTC,41.9343221,-87.6659708,41.9399894,-87.650442
Chicago,18786,Valid,Chicago,7.09,COMPLETED,2019-02-22 03:44:44 +0000 UTC,41.88193762,-87.6267771,41.93431119,-87.66557283
Chicago,12080,Valid,Chicago,6.77,COMPLETED,2019-02-18 14:15:53 +0000 UTC,41.9343,-87.66362,41.88086,-87.62617
Chicago,12364,Valid,Chicago,1,COMPLETED,2019-02-15 18:51:07 +0000 UTC,41.93945518,-87.66832657,41.94186018,-87.65211465
Chicago,24210,Valid,Chicago,0,CANCELED,2019-02-14 23:17:22 +0000 UTC,41.93911029,-87.64913966,41.93561006,-87.64892702
Chicago,5177,Valid,Chicago,0.74,COMPLETED,2019-02-14 03:59:14 +0000 UTC,41.943364,-87.6640098,41.93690194,-87.64912614
Chicago,5078,Valid,Chicago,0,CANCELED,2019-02-14 03:54:57 +0000 UTC,,,,
Chicago,55546,Valid,Chicago,0.94,COMPLETED,2019-02-14 00:43:20 +0000 UTC,41.93438,-87.66362,41.9479,-87.66403
Chicago,30376,Valid,Chicago,2.5,COMPLETED,2019-02-13 22:35:47 +0000 UTC,41.91859,-87.68917,41.9343,-87.66351
Chicago,12357,Valid,Chicago,0,CANCELED,2019-02-13 20:09:31 +0000 UTC,41.93264185,-87.65791098,41.93253764,-87.66314276
Chicago,12320,Valid,Chicago,0,DRIVER_CANCELED,2019-02-13 12:48:15 +0000 UTC,41.91708106,-87.66057309,41.93246528,-87.66625835
Chicago,5391,Valid,Chicago,1.16,COMPLETED,2019-02-12 05:44:08 +0000 UTC,41.93999,-87.65054,41.93427,-87.66552
Chicago,23593,Valid,Chicago,0.42,COMPLETED,2019-02-12 04:36:42 +0000 UTC,41.9441825,-87.6543257,41.9401707,-87.6507621
Chicago,24326,Valid,Chicago,1.86,COMPLETED,2019-02-12 02:47:02 +0000 UTC,41.93426,-87.6656,41.94411,-87.65422
Chicago,371,Valid,Chicago,0,CANCELED,2019-02-12 02:39:27 +0000 UTC,41.9252463,-87.66200721,41.93417226,-87.6636207
Chicago,11840,Valid,Chicago,0,CANCELED,2019-02-09 15:23:26 +0000 UTC,,,,
Chicago,5289,Valid,Chicago,0,CANCELED,2019-02-08 03:29:27 +0000 UTC,41.86829101,-87.63279963,41.86807456,-87.63279198
Chicago,22584,Valid,Chicago,2.11,COMPLETED,2019-02-08 02:45:45 +0000 UTC,41.88088,-87.62617,41.85588,-87.63312
Chicago,11886,Valid,Chicago,12.67,COMPLETED,2019-02-07 19:18:22 +0000 UTC,41.93247,-87.66617,41.88085,-87.62406
Chicago,7760,Valid,Chicago,7.08,COMPLETED,2019-02-06 20:26:53 +0000 UTC,41.8809267,-87.6237617,41.9342279,-87.6653341
Chicago,12234,Valid,Chicago,0,DRIVER_CANCELED,2019-02-06 20:21:20 +0000 UTC,41.88077113,-87.62692483,41.88066,-87.62616
Chicago,2293,Valid,Chicago,0,CANCELED,2019-02-06 18:44:27 +0000 UTC,41.87788379,-87.62977291,41.88071185,-87.62929309
Chicago,18866,Valid,Chicago,6.46,COMPLETED,2019-02-06 18:07:06 +0000 UTC,41.93426,-87.66604,41.88117,-87.62618
Chicago,18788,Valid,Chicago,7.01,COMPLETED,2019-02-05 18:13:54 +0000 UTC,41.93424,-87.66361,41.87574,-87.62601
Chicago,12461,Valid,Chicago,8.1,COMPLETED,2019-02-03 23:13:06 +0000 UTC,41.93340737,-87.66622402,41.85582911,-87.63453095
Chicago,23134,Valid,Chicago,6.87,COMPLETED,2019-02-03 21:47:03 +0000 UTC,41.8808637,-87.6260155,41.9342596,-87.6657122
Chicago,17922,Valid,Chicago,1.63,COMPLETED,2019-02-03 07:04:54 +0000 UTC,41.94015065,-87.65074923,41.93428782,-87.66567694
Chicago,7740,Valid,Chicago,1.2,COMPLETED,2019-02-03 03:49:03 +0000 UTC,41.93427615,-87.66565291,41.93995966,-87.6504223
Chicago,22605,Valid,Chicago,0.8,COMPLETED,2019-02-01 22:08:58 +0000 UTC,41.94215143,-87.66861566,41.93430676,-87.66555526
Chicago,24211,Valid,Chicago,0.66,COMPLETED,2019-02-01 21:53:19 +0000 UTC,41.93432,-87.66601,41.94211,-87.66865
Chicago,24140,Valid,Chicago,0,CANCELED,2019-02-01 21:48:38 +0000 UTC,41.93995191,-87.66880895,41.93833072,-87.66674741
Chicago,16938,Valid,Chicago,0.8,COMPLETED,2019-01-31 22:34:37 +0000 UTC,41.94173,-87.6692,41.93426,-87.66561
Chicago,12302,Valid,Chicago,0.67,COMPLETED,2019-01-31 21:16:08 +0000 UTC,41.934297,-87.6657521,41.9419914,-87.6686003
Chicago,7720,Valid,Chicago,0,CANCELED,2019-01-31 21:15:58 +0000 UTC,,,,
Chicago,10022,Valid,Chicago,1.24,COMPLETED,2019-01-29 02:23:24 +0000 UTC,41.92301,-87.66753,41.93426,-87.66571
